Code,CARRIER,MONTH,DAY_OF_WEEK,DISTANCE,DEP_DELAY,AIR_TIME,NUMBER_OF_FLIGHTS,TAXI_IN,ARR_DELAY,TAXI_OUT
B6,JetBlue Airways,12,6,1068.0,26.0,145.0,3436,7.0,22.0,17.0
B6,JetBlue Airways,12,7,1084.0,21.0,147.0,3068,7.0,16.0,16.0
DL,Delta Air Lines Inc.,1,1,855.0,7.0,117.0,9658,7.0,-2.0,19.0
DL,Delta Air Lines Inc.,1,2,811.0,5.0,112.0,9259,7.0,-4.0,18.0
DL,Delta Air Lines Inc.,1,3,818.0,5.0,113.0,9394,7.0,-4.0,18.0
DL,Delta Air Lines Inc.,1,4,836.0,4.0,115.0,9878,7.0,-4.0,18.0
DL,Delta Air Lines Inc.,1,5,861.0,9.0,118.0,11339,7.0,2.0,19.0
DL,Delta Air Lines Inc.,1,6,912.0,10.0,123.0,8449,7.0,2.0,18.0
DL,Delta Air Lines Inc.,1,7,878.0,11.0,119.0,10672,7.0,3.0,19.0
DL,Delta Air Lines Inc.,2,1,840.0,7.0,116.0,12429,7.0,-1.0,19.0
DL,Delta Air Lines Inc.,2,2,820.0,15.0,113.0,9528,7.0,7.0,19.0
DL,Delta Air Lines Inc.,2,3,825.0,10.0,115.0,9646,7.0,2.0,19.0
DL,Delta Air Lines Inc.,2,4,840.0,7.0,115.0,10020,7.0,-2.0,19.0
DL,Delta Air Lines Inc.,2,5,842.0,9.0,115.0,10087,7.0,-1.0,18.0
DL,Delta Air Lines Inc.,2,6,904.0,2.0,122.0,6936,6.0,-10.0,16.0
DL,Delta Air Lines Inc.,2,7,869.0,3.0,118.0,8643,7.0,-9.0,17.0
DL,Delta Air Lines Inc.,3,1,860.0,6.0,117.0,10489,7.0,-2.0,18.0
DL,Delta Air Lines Inc.,3,2,837.0,4.0,115.0,12709,7.0,-5.0,17.0
DL,Delta Air Lines Inc.,3,3,850.0,4.0,117.0,12771,7.0,-5.0,17.0
DL,Delta Air Lines Inc.,3,4,861.0,9.0,119.0,13080,7.0,2.0,18.0
DL,Delta Air Lines Inc.,3,5,863.0,8.0,118.0,10484,7.0,0.0,18.0
DL,Delta Air Lines Inc.,3,6,909.0,6.0,123.0,8393,7.0,-2.0,17.0
DL,Delta Air Lines Inc.,3,7,876.0,5.0,119.0,10084,7.0,-4.0,17.0
DL,Delta Air Lines Inc.,4,1,837.0,5.0,114.0,10717,7.0,-5.0,16.0
DL,Delta Air Lines Inc.,4,2,820.0,2.0,113.0,10503,6.0,-7.0,17.0
DL,Delta Air Lines Inc.,4,3,822.0,3.0,113.0,10570,7.0,-6.0,17.0
DL,Delta Air Lines Inc.,4,4,839.0,5.0,115.0,10787,7.0,-3.0,17.0
DL,Delta Air Lines Inc.,4,5,844.0,6.0,116.0,13425,7.0,-1.0,18.0
DL,Delta Air Lines Inc.,4,6,872.0,6.0,118.0,10254,6.0,-3.0,16.0
DL,Delta Air Lines Inc.,4,7,853.0,5.0,116.0,10204,7.0,-6.0,16.0
DL,Delta Air Lines Inc.,5,1,839.0,5.0,114.0,13501,7.0,-3.0,17.0
DL,Delta Air Lines Inc.,5,2,818.0,4.0,112.0,13432,7.0,-3.0,17.0
DL,Delta Air Lines Inc.,5,3,822.0,6.0,113.0,10779,7.0,-2.0,17.0
DL,Delta Air Lines Inc.,5,4,838.0,7.0,115.0,11032,7.0,1.0,18.0
DL,Delta Air Lines Inc.,5,5,840.0,7.0,114.0,11049,7.0,-0.0,17.0
DL,Delta Air Lines Inc.,5,6,861.0,3.0,116.0,8163,6.0,-5.0,15.0
DL,Delta Air Lines Inc.,5,7,850.0,6.0,115.0,12443,7.0,-3.0,16.0
DL,Delta Air Lines Inc.,6,1,846.0,7.0,115.0,11238,7.0,-1.0,18.0
DL,Delta Air Lines Inc.,6,2,842.0,18.0,115.0,11053,7.0,12.0,19.0
DL,Delta Air Lines Inc.,6,3,840.0,6.0,114.0,13879,7.0,-2.0,18.0
DL,Delta Air Lines Inc.,6,4,853.0,11.0,116.0,14189,7.0,4.0,19.0
DL,Delta Air Lines Inc.,6,5,853.0,11.0,115.0,11314,7.0,3.0,18.0
DL,Delta Air Lines Inc.,6,6,888.0,6.0,119.0,8806,7.0,-3.0,16.0
DL,Delta Air Lines Inc.,6,7,861.0,12.0,116.0,10786,7.0,4.0,18.0
DL,Delta Air Lines Inc.,7,1,876.0,12.0,118.0,10624,7.0,4.0,18.0
DL,Delta Air Lines Inc.,7,2,867.0,16.0,117.0,11252,7.0,8.0,18.0
DL,Delta Air Lines Inc.,7,3,870.0,16.0,117.0,11291,7.0,8.0,19.0
DL,Delta Air Lines Inc.,7,4,873.0,20.0,118.0,11347,7.0,13.0,19.0
DL,Delta Air Lines Inc.,7,5,872.0,14.0,117.0,14198,7.0,6.0,18.0
DL,Delta Air Lines Inc.,7,6,903.0,10.0,121.0,11278,7.0,2.0,17.0
DL,Delta Air Lines Inc.,7,7,884.0,9.0,118.0,13136,7.0,-1.0,17.0
DL,Delta Air Lines Inc.,8,1,870.0,37.0,116.0,13388,8.0,29.0,17.0
DL,Delta Air Lines Inc.,8,2,866.0,25.0,116.0,13195,8.0,17.0,17.0
DL,Delta Air Lines Inc.,8,3,861.0,12.0,116.0,13734,7.0,3.0,17.0
DL,Delta Air Lines Inc.,8,4,867.0,11.0,117.0,11338,8.0,4.0,18.0
DL,Delta Air Lines Inc.,8,5,868.0,9.0,117.0,11365,7.0,1.0,18.0
DL,Delta Air Lines Inc.,8,6,902.0,6.0,121.0,8733,7.0,-3.0,16.0
DL,Delta Air Lines Inc.,8,7,871.0,9.0,117.0,10807,7.0,1.0,18.0
DL,Delta Air Lines Inc.,9,1,826.0,4.0,112.0,10569,7.0,-4.0,17.0
DL,Delta Air Lines Inc.,9,2,807.0,3.0,110.0,10527,7.0,-5.0,17.0
DL,Delta Air Lines Inc.,9,3,809.0,4.0,110.0,10448,7.0,-4.0,17.0
DL,Delta Air Lines Inc.,9,4,828.0,6.0,112.0,13365,7.0,-2.0,17.0
DL,Delta Air Lines Inc.,9,5,830.0,6.0,112.0,13410,7.0,-2.0,17.0
DL,Delta Air Lines Inc.,9,6,868.0,1.0,116.0,7372,7.0,-8.0,15.0
DL,Delta Air Lines Inc.,9,7,847.0,3.0,114.0,9640,7.0,-6.0,16.0
DL,Delta Air Lines Inc.,10,1,818.0,2.0,111.0,13415,7.0,-8.0,16.0
DL,Delta Air Lines Inc.,10,2,803.0,0.0,109.0,10548,7.0,-10.0,16.0
DL,Delta Air Lines Inc.,10,3,811.0,1.0,111.0,10634,7.0,-8.0,16.0
DL,Delta Air Lines Inc.,10,4,820.0,4.0,112.0,10833,7.0,-4.0,17.0
DL,Delta Air Lines Inc.,10,5,826.0,5.0,112.0,10733,7.0,-4.0,17.0
DL,Delta Air Lines Inc.,10,6,859.0,2.0,115.0,9656,7.0,-8.0,16.0
DL,Delta Air Lines Inc.,10,7,838.0,4.0,113.0,12603,7.0,-6.0,16.0
DL,Delta Air Lines Inc.,11,1,826.0,5.0,113.0,10300,7.0,-5.0,17.0
DL,Delta Air Lines Inc.,11,2,803.0,4.0,110.0,12531,7.0,-6.0,17.0
DL,Delta Air Lines Inc.,11,3,809.0,4.0,111.0,13080,7.0,-5.0,17.0
DL,Delta Air Lines Inc.,11,4,825.0,2.0,112.0,9566,7.0,-8.0,17.0
DL,Delta Air Lines Inc.,11,5,827.0,4.0,112.0,10001,7.0,-6.0,17.0
DL,Delta Air Lines Inc.,11,6,852.0,1.0,115.0,8363,7.0,-9.0,16.0
DL,Delta Air Lines Inc.,11,7,840.0,4.0,114.0,10183,7.0,-7.0,16.0
DL,Delta Air Lines Inc.,12,1,878.0,16.0,122.0,9779,8.0,9.0,18.0
DL,Delta Air Lines Inc.,12,2,866.0,8.0,120.0,9620,7.0,1.0,18.0
DL,Delta Air Lines Inc.,12,3,870.0,5.0,120.0,9707,7.0,-3.0,18.0
DL,Delta Air Lines Inc.,12,4,867.0,8.0,120.0,12431,7.0,1.0,18.0
DL,Delta Air Lines Inc.,12,5,870.0,9.0,120.0,12444,7.0,1.0,19.0
DL,Delta Air Lines Inc.,12,6,932.0,19.0,127.0,8914,7.0,11.0,18.0
DL,Delta Air Lines Inc.,12,7,886.0,20.0,122.0,8466,8.0,14.0,19.0
EV,ExpressJet Airlines Inc.,1,1,440.0,9.0,70.0,5743,8.0,5.0,18.0
EV,ExpressJet Airlines Inc.,1,2,435.0,7.0,69.0,5392,7.0,2.0,18.0
EV,ExpressJet Airlines Inc.,1,3,437.0,4.0,70.0,5606,7.0,-1.0,18.0
EV,ExpressJet Airlines Inc.,1,4,443.0,5.0,71.0,5922,7.0,1.0,17.0
EV,ExpressJet Airlines Inc.,1,5,445.0,8.0,71.0,6799,7.0,5.0,18.0
EV,ExpressJet Airlines Inc.,1,6,441.0,3.0,70.0,4792,7.0,-2.0,16.0
EV,ExpressJet Airlines Inc.,1,7,448.0,6.0,71.0,6194,7.0,1.0,17.0
EV,ExpressJet Airlines Inc.,2,1,440.0,9.0,71.0,7137,8.0,5.0,18.0
EV,ExpressJet Airlines Inc.,2,2,437.0,16.0,71.0,5446,7.0,14.0,19.0
EV,ExpressJet Airlines Inc.,2,3,434.0,9.0,70.0,5358,7.0,5.0,18.0
EV,ExpressJet Airlines Inc.,2,4,443.0,8.0,71.0,5874,7.0,3.0,18.0
EV,ExpressJet Airlines Inc.,2,5,441.0,10.0,70.0,5784,7.0,5.0,17.0
EV,ExpressJet Airlines Inc.,2,6,439.0,1.0,70.0,3873,7.0,-6.0,16.0
EV,ExpressJet Airlines Inc.,2,7,444.0,3.0,71.0,4869,7.0,-3.0,16.0
EV,ExpressJet Airlines Inc.,3,1,435.0,5.0,69.0,5993,7.0,-0.0,16.0
EV,ExpressJet Airlines Inc.,3,2,430.0,6.0,69.0,6944,7.0,2.0,17.0
EV,ExpressJet Airlines Inc.,3,3,429.0,7.0,70.0,7057,7.0,4.0,17.0
EV,ExpressJet Airlines Inc.,3,4,434.0,12.0,71.0,7441,8.0,11.0,18.0
EV,ExpressJet Airlines Inc.,3,5,437.0,7.0,70.0,6031,7.0,3.0,17.0
EV,ExpressJet Airlines Inc.,3,6,454.0,2.0,72.0,4697,7.0,-3.0,16.0
EV,ExpressJet Airlines Inc.,3,7,444.0,3.0,71.0,5667,7.0,-1.0,16.0
EV,ExpressJet Airlines Inc.,4,1,441.0,4.0,70.0,5562,7.0,-1.0,16.0
EV,ExpressJet Airlines Inc.,4,2,436.0,3.0,70.0,5504,7.0,-1.0,17.0
EV,ExpressJet Airlines Inc.,4,3,438.0,-0.0,71.0,5540,7.0,-5.0,17.0
EV,ExpressJet Airlines Inc.,4,4,440.0,5.0,71.0,5746,7.0,1.0,17.0
EV,ExpressJet Airlines Inc.,4,5,441.0,7.0,71.0,7250,7.0,4.0,17.0
EV,ExpressJet Airlines Inc.,4,6,437.0,4.0,70.0,5146,7.0,-0.0,16.0
EV,ExpressJet Airlines Inc.,4,7,433.0,5.0,69.0,5312,7.0,0.0,16.0
EV,ExpressJet Airlines Inc.,5,1,436.0,5.0,70.0,7009,7.0,1.0,17.0
EV,ExpressJet Airlines Inc.,5,2,432.0,5.0,69.0,6955,7.0,1.0,17.0
EV,ExpressJet Airlines Inc.,5,3,432.0,6.0,69.0,5585,7.0,3.0,17.0
EV,ExpressJet Airlines Inc.,5,4,434.0,10.0,70.0,5700,7.0,9.0,19.0
EV,ExpressJet Airlines Inc.,5,5,432.0,8.0,69.0,5638,7.0,4.0,17.0
EV,ExpressJet Airlines Inc.,5,6,437.0,2.0,69.0,3760,7.0,-3.0,15.0
EV,ExpressJet Airlines Inc.,5,7,437.0,6.0,70.0,6062,7.0,3.0,17.0
EV,ExpressJet Airlines Inc.,6,1,438.0,9.0,69.0,5926,7.0,5.0,18.0
EV,ExpressJet Airlines Inc.,6,2,434.0,18.0,69.0,5520,8.0,15.0,18.0
EV,ExpressJet Airlines Inc.,6,3,433.0,8.0,69.0,7139,7.0,4.0,18.0
EV,ExpressJet Airlines Inc.,6,4,436.0,15.0,69.0,7112,8.0,13.0,19.0
EV,ExpressJet Airlines Inc.,6,5,439.0,11.0,70.0,5894,8.0,7.0,18.0
EV,ExpressJet Airlines Inc.,6,6,435.0,5.0,69.0,4585,7.0,-0.0,16.0
EV,ExpressJet Airlines Inc.,6,7,438.0,14.0,69.0,5355,7.0,11.0,18.0
EV,ExpressJet Airlines Inc.,7,1,430.0,15.0,68.0,5088,7.0,11.0,18.0
EV,ExpressJet Airlines Inc.,7,2,431.0,14.0,69.0,5844,8.0,11.0,18.0
EV,ExpressJet Airlines Inc.,7,3,436.0,23.0,69.0,5721,7.0,21.0,19.0
EV,ExpressJet Airlines Inc.,7,4,434.0,26.0,69.0,5542,8.0,24.0,18.0
EV,ExpressJet Airlines Inc.,7,5,435.0,21.0,69.0,7117,8.0,17.0,18.0
EV,ExpressJet Airlines Inc.,7,6,429.0,12.0,68.0,5465,8.0,8.0,17.0
EV,ExpressJet Airlines Inc.,7,7,440.0,13.0,69.0,6245,7.0,8.0,17.0
EV,ExpressJet Airlines Inc.,8,1,442.0,25.0,70.0,6997,8.0,22.0,18.0
EV,ExpressJet Airlines Inc.,8,2,437.0,11.0,69.0,6858,7.0,7.0,17.0
EV,ExpressJet Airlines Inc.,8,3,440.0,7.0,70.0,7023,7.0,3.0,17.0
EV,ExpressJet Airlines Inc.,8,4,439.0,13.0,70.0,5769,8.0,10.0,18.0
EV,ExpressJet Airlines Inc.,8,5,438.0,17.0,70.0,5576,8.0,15.0,18.0
EV,ExpressJet Airlines Inc.,8,6,433.0,14.0,69.0,4083,7.0,11.0,17.0
EV,ExpressJet Airlines Inc.,8,7,442.0,17.0,70.0,5166,8.0,13.0,18.0
EV,ExpressJet Airlines Inc.,9,1,451.0,7.0,71.0,5489,7.0,2.0,17.0
EV,ExpressJet Airlines Inc.,9,2,446.0,3.0,70.0,5383,7.0,-2.0,17.0
EV,ExpressJet Airlines Inc.,9,3,445.0,10.0,70.0,5196,7.0,7.0,18.0
EV,ExpressJet Airlines Inc.,9,4,450.0,10.0,71.0,6965,7.0,6.0,18.0
EV,ExpressJet Airlines Inc.,9,5,450.0,11.0,71.0,6981,7.0,7.0,17.0
EV,ExpressJet Airlines Inc.,9,6,446.0,6.0,70.0,3750,7.0,1.0,16.0
EV,ExpressJet Airlines Inc.,9,7,451.0,4.0,71.0,4787,7.0,-0.0,17.0
EV,ExpressJet Airlines Inc.,10,1,449.0,6.0,70.0,6748,7.0,0.0,16.0
EV,ExpressJet Airlines Inc.,10,2,448.0,2.0,70.0,5197,7.0,-3.0,17.0
EV,ExpressJet Airlines Inc.,10,3,445.0,3.0,70.0,5413,7.0,-2.0,17.0
EV,ExpressJet Airlines Inc.,10,4,448.0,9.0,71.0,5484,7.0,6.0,18.0
EV,ExpressJet Airlines Inc.,10,5,446.0,11.0,70.0,5488,7.0,7.0,17.0
EV,ExpressJet Airlines Inc.,10,6,432.0,3.0,68.0,4588,7.0,-3.0,16.0
EV,ExpressJet Airlines Inc.,10,7,445.0,10.0,70.0,6338,7.0,5.0,17.0
EV,ExpressJet Airlines Inc.,11,1,450.0,10.0,71.0,5034,7.0,5.0,18.0
EV,ExpressJet Airlines Inc.,11,2,444.0,9.0,70.0,6005,7.0,3.0,17.0
EV,ExpressJet Airlines Inc.,11,3,446.0,7.0,71.0,6466,7.0,3.0,18.0
EV,ExpressJet Airlines Inc.,11,4,448.0,4.0,70.0,4693,7.0,-3.0,17.0
EV,ExpressJet Airlines Inc.,11,5,447.0,22.0,70.0,4871,7.0,17.0,18.0
EV,ExpressJet Airlines Inc.,11,6,435.0,3.0,69.0,3968,7.0,-4.0,16.0
EV,ExpressJet Airlines Inc.,11,7,451.0,8.0,71.0,5012,7.0,2.0,17.0
EV,ExpressJet Airlines Inc.,12,1,453.0,21.0,73.0,5053,8.0,18.0,18.0
EV,ExpressJet Airlines Inc.,12,2,448.0,15.0,72.0,4932,7.0,12.0,18.0
EV,ExpressJet Airlines Inc.,12,3,451.0,11.0,72.0,5039,7.0,6.0,18.0
EV,ExpressJet Airlines Inc.,12,4,451.0,13.0,72.0,6407,7.0,10.0,18.0
EV,ExpressJet Airlines Inc.,12,5,455.0,13.0,73.0,6422,8.0,9.0,18.0
EV,ExpressJet Airlines Inc.,12,6,444.0,17.0,71.0,4412,8.0,14.0,18.0
EV,ExpressJet Airlines Inc.,12,7,452.0,23.0,73.0,3990,8.0,22.0,19.0
F9,Frontier Airlines Inc.,1,1,1032.0,4.0,138.0,942,10.0,-4.0,16.0
F9,Frontier Airlines Inc.,1,2,1049.0,7.0,140.0,883,9.0,-3.0,16.0
F9,Frontier Airlines Inc.,1,3,1052.0,7.0,141.0,876,9.0,-2.0,16.0
F9,Frontier Airlines Inc.,1,4,1038.0,9.0,139.0,912,9.0,0.0,16.0
F9,Frontier Airlines Inc.,1,5,1036.0,7.0,139.0,1139,10.0,1.0,17.0
F9,Frontier Airlines Inc.,1,6,1037.0,5.0,138.0,1121,10.0,-4.0,16.0
F9,Frontier Airlines Inc.,1,7,1030.0,7.0,137.0,1145,10.0,-1.0,17.0
F9,Frontier Airlines Inc.,2,1,1047.0,6.0,140.0,1082,10.0,-5.0,16.0
F9,Frontier Airlines Inc.,2,2,1046.0,12.0,141.0,879,10.0,3.0,17.0
F9,Frontier Airlines Inc.,2,3,1046.0,9.0,140.0,885,9.0,-1.0,16.0
F9,Frontier Airlines Inc.,2,4,1037.0,4.0,139.0,928,10.0,-7.0,16.0
F9,Frontier Airlines Inc.,2,5,1039.0,6.0,139.0,925,9.0,-6.0,16.0
F9,Frontier Airlines Inc.,2,6,1036.0,1.0,138.0,915,9.0,-13.0,15.0
F9,Frontier Airlines Inc.,2,7,1039.0,3.0,138.0,912,10.0,-10.0,15.0
F9,Frontier Airlines Inc.,3,1,1060.0,7.0,142.0,928,10.0,-3.0,16.0
F9,Frontier Airlines Inc.,3,2,1062.0,10.0,143.0,1091,9.0,-0.0,16.0
F9,Frontier Airlines Inc.,3,3,1058.0,13.0,142.0,1003,10.0,3.0,15.0
F9,Frontier Airlines Inc.,3,4,1054.0,22.0,142.0,1092,10.0,15.0,18.0
F9,Frontier Airlines Inc.,3,5,1055.0,23.0,141.0,922,9.0,14.0,17.0
F9,Frontier Airlines Inc.,3,6,1054.0,18.0,140.0,911,10.0,9.0,17.0
F9,Frontier Airlines Inc.,3,7,1060.0,7.0,141.0,911,10.0,-3.0,16.0
F9,Frontier Airlines Inc.,4,1,1036.0,1.0,138.0,945,10.0,-9.0,15.0
F9,Frontier Airlines Inc.,4,2,1041.0,1.0,140.0,918,9.0,-6.0,16.0
F9,Frontier Airlines Inc.,4,3,1031.0,5.0,138.0,946,10.0,-3.0,16.0
F9,Frontier Airlines Inc.,4,4,1028.0,2.0,138.0,966,10.0,-5.0,16.0
F9,Frontier Airlines Inc.,4,5,1034.0,6.0,139.0,1194,10.0,0.0,17.0
F9,Frontier Airlines Inc.,4,6,1030.0,10.0,138.0,1163,9.0,4.0,18.0
F9,Frontier Airlines Inc.,4,7,1038.0,4.0,139.0,953,10.0,-5.0,16.0
F9,Frontier Airlines Inc.,5,1,1010.0,7.0,136.0,1274,10.0,2.0,16.0
F9,Frontier Airlines Inc.,5,2,1014.0,10.0,137.0,1240,10.0,5.0,16.0
F9,Frontier Airlines Inc.,5,3,1011.0,8.0,136.0,1022,10.0,2.0,16.0
F9,Frontier Airlines Inc.,5,4,1012.0,16.0,137.0,1018,11.0,14.0,16.0
F9,Frontier Airlines Inc.,5,5,1011.0,19.0,135.0,1039,10.0,12.0,15.0
F9,Frontier Airlines Inc.,5,6,1012.0,10.0,135.0,1033,10.0,3.0,15.0
F9,Frontier Airlines Inc.,5,7,1010.0,6.0,135.0,1251,10.0,-0.0,15.0
F9,Frontier Airlines Inc.,6,1,1019.0,13.0,136.0,1080,12.0,11.0,16.0
F9,Frontier Airlines Inc.,6,2,1018.0,17.0,136.0,1051,12.0,15.0,17.0
F9,Frontier Airlines Inc.,6,3,1019.0,13.0,135.0,1353,11.0,9.0,16.0
F9,Frontier Airlines Inc.,6,4,1011.0,13.0,135.0,1353,11.0,11.0,17.0
F9,Frontier Airlines Inc.,6,5,1020.0,6.0,135.0,1080,11.0,2.0,16.0
F9,Frontier Airlines Inc.,6,6,1017.0,9.0,134.0,1082,12.0,3.0,15.0
F9,Frontier Airlines Inc.,6,7,1013.0,14.0,134.0,1081,11.0,10.0,16.0
F9,Frontier Airlines Inc.,7,1,1018.0,18.0,135.0,1135,11.0,18.0,17.0
F9,Frontier Airlines Inc.,7,2,1020.0,15.0,135.0,1149,11.0,15.0,17.0
F9,Frontier Airlines Inc.,7,3,1023.0,18.0,135.0,1169,12.0,18.0,17.0
F9,Frontier Airlines Inc.,7,4,1018.0,26.0,134.0,1167,12.0,26.0,17.0
F9,Frontier Airlines Inc.,7,5,1022.0,31.0,136.0,1445,12.0,32.0,17.0
F9,Frontier Airlines Inc.,7,6,1020.0,24.0,135.0,1453,13.0,24.0,17.0
F9,Frontier Airlines Inc.,7,7,1011.0,23.0,134.0,1451,12.0,23.0,16.0
F9,Frontier Airlines Inc.,8,1,1022.0,17.0,135.0,1432,12.0,15.0,17.0
F9,Frontier Airlines Inc.,8,2,1027.0,17.0,136.0,1427,12.0,17.0,17.0
F9,Frontier Airlines Inc.,8,3,1023.0,12.0,135.0,1419,12.0,11.0,17.0
F9,Frontier Airlines Inc.,8,4,1022.0,16.0,135.0,1162,12.0,16.0,17.0
F9,Frontier Airlines Inc.,8,5,1024.0,19.0,136.0,1150,12.0,18.0,17.0
F9,Frontier Airlines Inc.,8,6,1019.0,26.0,135.0,1146,12.0,24.0,16.0
F9,Frontier Airlines Inc.,8,7,1014.0,24.0,134.0,1151,13.0,22.0,16.0
F9,Frontier Airlines Inc.,9,1,1034.0,15.0,136.0,1147,12.0,11.0,16.0
F9,Frontier Airlines Inc.,9,2,1047.0,11.0,137.0,1157,12.0,7.0,15.0
F9,Frontier Airlines Inc.,9,3,1039.0,17.0,137.0,1154,13.0,15.0,17.0
F9,Frontier Airlines Inc.,9,4,1034.0,18.0,136.0,1422,12.0,15.0,16.0
F9,Frontier Airlines Inc.,9,5,1038.0,17.0,137.0,1427,11.0,13.0,16.0
F9,Frontier Airlines Inc.,9,6,1030.0,17.0,136.0,1134,13.0,14.0,15.0
F9,Frontier Airlines Inc.,9,7,1033.0,18.0,135.0,1152,11.0,13.0,15.0
F9,Frontier Airlines Inc.,10,1,1053.0,11.0,139.0,1368,11.0,6.0,16.0
F9,Frontier Airlines Inc.,10,2,1051.0,9.0,139.0,1127,11.0,5.0,15.0
F9,Frontier Airlines Inc.,10,3,1040.0,6.0,138.0,1129,11.0,2.0,16.0
F9,Frontier Airlines Inc.,10,4,1047.0,15.0,139.0,1092,11.0,12.0,16.0
F9,Frontier Airlines Inc.,10,5,1045.0,13.0,138.0,1087,11.0,8.0,16.0
F9,Frontier Airlines Inc.,10,6,1032.0,8.0,136.0,1376,11.0,2.0,15.0
F9,Frontier Airlines Inc.,10,7,1048.0,9.0,138.0,1389,12.0,5.0,15.0
F9,Frontier Airlines Inc.,11,1,1100.0,5.0,144.0,1051,11.0,-4.0,15.0
F9,Frontier Airlines Inc.,11,2,1098.0,6.0,145.0,1265,11.0,-2.0,15.0
F9,Frontier Airlines Inc.,11,3,1098.0,2.0,145.0,1282,11.0,-6.0,15.0
F9,Frontier Airlines Inc.,11,4,1092.0,3.0,143.0,1025,11.0,-5.0,16.0
